tweet_id,timestamp,dog_breed,dog_stage,rating_numerator,rating_denominator,retweet_count,favorite_count,jpg_url
889531135344209921,2017-07-24,golden_retriever,puppo,13.0,10.0,2321,15359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg
889278841981685760,2017-07-24,whippet,,13.0,10.0,5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg
888917238123831296,2017-07-23,golden_retriever,,12.0,10.0,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg
888804989199671297,2017-07-22,golden_retriever,,13.0,10.0,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg
888554962724278272,2017-07-22,siberian_husky,,13.0,10.0,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg
888078434458587136,2017-07-20,french_bulldog,,12.0,10.0,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
887705289381826560,2017-07-19,basset,,13.0,10.0,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg
887473957103951883,2017-07-19,pembroke,,13.0,10.0,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg
887343217045368832,2017-07-18,mexican_hairless,,13.0,10.0,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg
887101392804085760,2017-07-18,samoyed,,12.0,10.0,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
886983233522544640,2017-07-17,chihuahua,,13.0,10.0,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
886736880519319552,2017-07-16,kuvasz,,13.0,10.0,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
886366144734445568,2017-07-15,french_bulldog,pupper,12.0,10.0,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
886258384151887873,2017-07-15,pug,,13.0,10.0,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
885984800019947520,2017-07-14,blenheim_spaniel,,12.0,10.0,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
885528943205470208,2017-07-13,pug,,13.0,10.0,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
885167619883638784,2017-07-12,malamute,,13.0,10.0,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
884925521741709313,2017-07-12,italian_greyhound,,12.0,10.0,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
884876753390489601,2017-07-11,chow,,13.0,10.0,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884562892145688576,2017-07-11,pug,,13.0,10.0,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
884441805382717440,2017-07-10,pembroke,,14.0,10.0,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
884162670584377345,2017-07-09,german_shepherd,doggo,12.0,10.0,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
883838122936631299,2017-07-09,doberman,,12.0,10.0,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
883482846933004288,2017-07-08,golden_retriever,,5.0,10.0,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883360690899218434,2017-07-07,chow,floofer,13.0,10.0,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
883117836046086144,2017-07-07,golden_retriever,,13.0,10.0,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,2017-07-06,eskimo_dog,,13.0,10.0,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,2017-07-06,labrador_retriever,pupper,12.0,10.0,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,2017-07-05,pembroke,,13.0,10.0,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,2017-07-04,golden_retriever,,13.0,10.0,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,2017-07-04,golden_retriever,,13.0,10.0,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,2017-07-03,weimaraner,,12.0,10.0,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,2017-07-03,saluki,,13.0,10.0,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881536004380872706,2017-07-02,samoyed,pupper,14.0,10.0,16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
880872448815771648,2017-06-30,pembroke,,12.0,10.0,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,2017-06-29,golden_retriever,,12.0,10.0,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,2017-06-29,chihuahua,,12.0,10.0,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,2017-06-28,miniature_pinscher,,11.0,10.0,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,2017-06-28,basset,,13.0,10.0,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,2017-06-27,german_short-haired_pointer,,12.0,10.0,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,2017-06-26,english_springer,,13.0,10.0,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,2017-06-26,labrador_retriever,,12.0,10.0,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879008229531029506,2017-06-25,vizsla,,13.0,10.0,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,2017-06-25,italian_greyhound,puppo,13.0,10.0,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878281511006478336,2017-06-23,basset,,13.0,10.0,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,2017-06-23,french_bulldog,,14.0,10.0,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,2017-06-22,chesapeake_bay_retriever,,13.0,10.0,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,2017-06-21,basset,,12.0,10.0,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,2017-06-21,saluki,,13.0,10.0,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,2017-06-20,pembroke,,12.0,10.0,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,2017-06-19,bloodhound,pupper,12.0,10.0,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876484053909872640,2017-06-18,golden_retriever,,13.0,10.0,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,2017-06-17,bernese_mountain_dog,,13.0,10.0,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,2017-06-16,labrador_retriever,,13.0,10.0,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,2017-06-15,siberian_husky,,13.0,10.0,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
875021211251597312,2017-06-14,west_highland_white_terrier,,12.0,10.0,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
874680097055178752,2017-06-13,labrador_retriever,,12.0,10.0,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874296783580663808,2017-06-12,cocker_spaniel,pupper,13.0,10.0,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874057562936811520,2017-06-12,flat-coated_retriever,,12.0,10.0,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
874012996292530176,2017-06-11,cardigan,puppo,13.0,10.0,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873580283840344065,2017-06-10,newfoundland,,13.0,10.0,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
873213775632977920,2017-06-09,vizsla,pupper,12.0,10.0,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
872967104147763200,2017-06-09,labrador_retriever,doggo,12.0,10.0,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg
872820683541237760,2017-06-08,pug,,13.0,10.0,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg
872620804844003328,2017-06-08,cocker_spaniel,,13.0,10.0,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg
872486979161796608,2017-06-07,pembroke,,12.0,10.0,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg
872261713294495745,2017-06-07,labrador_retriever,,13.0,10.0,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg
872122724285648897,2017-06-06,pug,,12.0,10.0,8549,35324,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg
871879754684805121,2017-06-06,shetland_sheepdog,,13.0,10.0,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg
871762521631449091,2017-06-05,labrador_retriever,pupper,12.0,10.0,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg
871515927908634625,2017-06-04,komondor,doggo,12.0,10.0,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg
871032628920680449,2017-06-03,kelpie,,13.0,10.0,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg
870656317836468226,2017-06-02,pembroke,,13.0,10.0,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg
870374049280663552,2017-06-01,golden_retriever,,13.0,10.0,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg
870308999962521604,2017-06-01,greater_swiss_mountain_dog,,13.0,10.0,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg
869772420881756160,2017-05-31,pembroke,,13.0,10.0,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg
869702957897576449,2017-05-30,pembroke,,13.0,10.0,6728,29116,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg
869596645499047938,2017-05-30,chihuahua,doggo,12.0,10.0,3327,16476,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg
869227993411051520,2017-05-29,pembroke,,13.0,10.0,4023,21112,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg
868880397819494401,2017-05-28,french_bulldog,,14.0,10.0,12518,55098,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg
868622495443632128,2017-05-28,labrador_retriever,,13.0,10.0,6275,28295,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg
868552278524837888,2017-05-27,whippet,,12.0,10.0,2240,10539,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg
867900495410671616,2017-05-26,labrador_retriever,,12.0,10.0,4439,24964,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg
867774946302451713,2017-05-25,border_collie,,13.0,10.0,7788,35179,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg
867421006826221569,2017-05-24,eskimo_dog,puppo,12.0,10.0,2697,16755,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg
867051520902168576,2017-05-23,samoyed,,13.0,10.0,8425,33420,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg
866686824827068416,2017-05-22,flat-coated_retriever,,12.0,10.0,3727,20070,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg
866450705531457537,2017-05-22,french_bulldog,pupper,13.0,10.0,32883,106827,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg
866334964761202691,2017-05-21,samoyed,,12.0,10.0,15546,54720,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg
865718153858494464,2017-05-19,golden_retriever,,13.0,10.0,6008,26640,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg
865359393868664832,2017-05-19,chesapeake_bay_retriever,,13.0,10.0,5384,27530,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg
865006731092295680,2017-05-18,pembroke,,13.0,10.0,8209,29063,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg
864279568663928832,2017-05-16,bull_mastiff,,12.0,10.0,3266,15195,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg
864197398364647424,2017-05-15,golden_retriever,,13.0,10.0,9616,31459,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg
863553081350529029,2017-05-14,eskimo_dog,,13.0,10.0,4489,15935,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg
863432100342583297,2017-05-13,staffordshire_bullterrier,,12.0,10.0,5664,24829,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg
863079547188785154,2017-05-12,lakeland_terrier,,14.0,10.0,1195,9094,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg
863062471531167744,2017-05-12,french_bulldog,,13.0,10.0,2687,8945,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg
862831371563274240,2017-05-12,australian_terrier,,13.0,10.0,5457,20011,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg
862722525377298433,2017-05-11,basset,,11.0,10.0,3809,17779,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg
862096992088072192,2017-05-10,chow,,13.0,10.0,21840,66437,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg
861383897657036800,2017-05-08,cardigan,,13.0,10.0,11528,37744,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg
861288531465048066,2017-05-07,bouvier_des_flandres,,13.0,10.0,4479,18032,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg
861005113778896900,2017-05-06,german_shepherd,,12.0,10.0,4119,17538,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg
860563773140209665,2017-05-05,cardigan,,13.0,10.0,2334,7878,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg
860524505164394496,2017-05-05,bedlington_terrier,,13.0,10.0,5698,24678,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg
859924526012018688,2017-05-04,french_bulldog,,12.0,10.0,4349,20021,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg
859851578198683649,2017-05-03,labrador_retriever,,13.0,10.0,3780,16105,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg
859607811541651456,2017-05-03,golden_retriever,puppo,13.0,10.0,1704,19476,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg
859196978902773760,2017-05-02,malamute,,12.0,10.0,25661,75193,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg
858843525470990336,2017-05-01,golden_retriever,doggo,13.0,10.0,3771,16304,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg
858471635011153920,2017-04-30,pembroke,,13.0,10.0,5271,22640,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg
858107933456039936,2017-04-28,golden_retriever,,12.0,10.0,3154,16524,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg
857989990357356544,2017-04-28,french_bulldog,,12.0,10.0,2812,16952,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg
857746408056729600,2017-04-28,labrador_retriever,,13.0,10.0,11524,36021,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg
857393404942143489,2017-04-27,malamute,,13.0,10.0,1785,6236,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg
857263160327368704,2017-04-26,samoyed,,13.0,10.0,4934,21041,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg
857029823797047296,2017-04-26,golden_retriever,,12.0,10.0,4364,19910,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg
856543823941562368,2017-04-24,boston_bull,,12.0,10.0,3131,17135,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg
856526610513747968,2017-04-24,old_english_sheepdog,,14.0,10.0,2068,12446,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg
856282028240666624,2017-04-23,chihuahua,,14.0,10.0,6841,29086,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg
855851453814013952,2017-04-22,flat-coated_retriever,"puppo,doggo",13.0,10.0,19196,47844,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg
855459453768019968,2017-04-21,blenheim_spaniel,,12.0,10.0,8987,31657,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg
854732716440526848,2017-04-19,pembroke,,12.0,10.0,6690,24188,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg
854482394044301312,2017-04-18,chihuahua,,13.0,10.0,7608,31131,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg
854365224396361728,2017-04-18,pembroke,,13.0,10.0,5159,20046,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg
854120357044912130,2017-04-17,black-and-tan_coonhound,pupper,14.0,10.0,8285,33911,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg
854010172552949760,2017-04-17,english_springer,"floofer,doggo",11.0,10.0,3433,17169,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg
853760880890318849,2017-04-17,miniature_pinscher,,12.0,10.0,6403,30414,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg
853639147608842240,2017-04-16,german_shepherd,,13.0,10.0,11265,37198,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg
852912242202992640,2017-04-14,great_dane,,12.0,10.0,2037,9658,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg
852672615818899456,2017-04-13,golden_retriever,,12.0,10.0,2388,15939,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg
852553447878664193,2017-04-13,bloodhound,,13.0,10.0,3885,17492,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg
852189679701164033,2017-04-12,bernese_mountain_dog,,12.0,10.0,1741,12217,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg
851591660324737024,2017-04-11,cardigan,,11.0,10.0,3819,17300,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg
851224888060895234,2017-04-10,standard_poodle,,13.0,10.0,6350,22090,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg
850753642995093505,2017-04-08,pug,,11.0,10.0,10352,33348,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg
850380195714523136,2017-04-07,yorkshire_terrier,,13.0,10.0,2915,13994,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg
850145622816686080,2017-04-07,kelpie,,11.0,10.0,4244,17519,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg
850019790995546112,2017-04-06,shetland_sheepdog,pupper,12.0,10.0,5459,21944,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg
849776966551130114,2017-04-06,chihuahua,,12.0,10.0,8404,32390,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg
849412302885593088,2017-04-05,schipperke,,12.0,10.0,3487,17039,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg
848690551926992896,2017-04-03,flat-coated_retriever,,12.0,10.0,4826,27104,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg
848324959059550208,2017-04-02,malamute,,12.0,10.0,4037,20229,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg
848212111729840128,2017-04-01,bedlington_terrier,,6.0,10.0,3444,17618,https://pbs.twimg.com/media/C8V0aI5V0AAgO9m.jpg
847842811428974592,2017-03-31,bernese_mountain_dog,,12.0,10.0,1522,5935,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg
847606175596138505,2017-03-31,cardigan,,12.0,10.0,3774,20208,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg
847251039262605312,2017-03-30,airedale,,12.0,10.0,4800,22036,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg
847157206088847362,2017-03-29,staffordshire_bullterrier,,11.0,10.0,6572,21588,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg
847116187444137987,2017-03-29,american_staffordshire_terrier,,11.0,10.0,3583,23108,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg
846874817362120707,2017-03-29,shetland_sheepdog,,13.0,10.0,4404,21685,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg
846514051647705089,2017-03-28,golden_retriever,doggo,13.0,10.0,13076,48410,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg
846153765933735936,2017-03-27,giant_schnauzer,,13.0,10.0,10226,34394,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg
846042936437604353,2017-03-26,golden_retriever,,12.0,10.0,3224,17256,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg
845812042753855489,2017-03-26,samoyed,,13.0,10.0,9894,31737,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg
845677943972139009,2017-03-25,chow,,12.0,10.0,5365,27154,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg
845397057150107648,2017-03-24,dandie_dinmont,doggo,13.0,10.0,2072,8241,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg
845306882940190720,2017-03-24,irish_water_spaniel,pupper,12.0,10.0,6039,25225,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg
844979544864018432,2017-03-23,shetland_sheepdog,,13.0,10.0,2909,14738,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg
844973813909606400,2017-03-23,labrador_retriever,,12.0,10.0,3617,16361,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg
844704788403113984,2017-03-23,labrador_retriever,,13.0,10.0,11633,42022,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg
844223788422217728,2017-03-21,labrador_retriever,,12.0,10.0,2450,14753,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg
843856843873095681,2017-03-20,labrador_retriever,,12.0,10.0,5220,23211,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg
843604394117681152,2017-03-19,labrador_retriever,,11.0,10.0,3081,18310,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg
843235543001513987,2017-03-18,pembroke,,13.0,10.0,6852,23315,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg
842846295480000512,2017-03-17,labrador_retriever,,13.0,10.0,4023,16440,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg
842765311967449089,2017-03-17,labrador_retriever,,12.0,10.0,1439,7321,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg
842535590457499648,2017-03-17,pembroke,,13.0,10.0,3937,19637,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg
842163532590374912,2017-03-16,french_bulldog,,12.0,10.0,6568,26569,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg
842115215311396866,2017-03-15,chow,,12.0,10.0,3386,15204,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg
841680585030541313,2017-03-14,chihuahua,,12.0,10.0,8748,27854,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg
841439858740625411,2017-03-14,labrador_retriever,,14.0,10.0,4168,13755,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg
841314665196081154,2017-03-13,afghan_hound,,13.0,10.0,5312,17305,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg
841077006473256960,2017-03-13,brittany_spaniel,,12.0,10.0,5991,24926,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg
840632337062862849,2017-03-11,golden_retriever,,12.0,10.0,1972,9761,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg
840268004936019968,2017-03-10,chesapeake_bay_retriever,,12.0,10.0,6497,20950,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg
839990271299457024,2017-03-10,staffordshire_bullterrier,,13.0,10.0,2597,14640,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg
839549326359670784,2017-03-08,norwich_terrier,,12.0,10.0,8805,29957,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg
839239871831150596,2017-03-07,leonberg,,13.0,10.0,7422,29684,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg
838921590096166913,2017-03-07,border_terrier,,13.0,10.0,2357,12183,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg
838561493054533637,2017-03-06,kelpie,,13.0,10.0,1504,11892,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg
838476387338051585,2017-03-05,great_pyrenees,,13.0,10.0,5484,24664,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg
